LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,LicenseSubStatus,BusinessName,DoingBusinessAs,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty
020159150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2347,Rite Aid #2347,1221 W HIGH ST,BRYAN,OH,43506,Williams
020159300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2348,Rite Aid #2348,1496 N. SHOOP AVENUE,WAUSEON,OH,435671825,Fulton
020170100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2352,Rite Aid #2352,1816 EAST SECOND STREET,DEFIANCE,OH,43512,Defiance
020172750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2353,Rite Aid #2353,8239 WATERVILLE SWANTON RD.,WATERVILLE,OH,43566,Lucas
020140400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2357,Rite Aid #2357,2229 E. STATE STREET,SALEM,OH,444602580,Columbiana
020359750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2363,Rite Aid #2363,130 S. DETROIT STREET,KENTON,OH,43326,Hardin
020523150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2373,Rite Aid #2373,21991 WEST STATE RT. 51,GENOA,OH,43430,Ottawa
020153650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2388,Rite Aid #2388,"3030 MARKET AVENUE, N.E.",CANTON,OH,44714,Stark
020366300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2392,Rite Aid #2392,705 W. HIGH AVENUE,NEW PHILADELPHIA,OH,446632057,Tuscarawas
020188600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2393,Rite Aid #2393,2220 S. LOCUST STREET,CANAL FULTON,OH,44614,Stark
020361100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2394,Rite Aid #2394,145 W. MAIN STREET,CRESTLINE,OH,44827,Crawford
020366400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2397,Rite Aid #2397,419 CLAREMONT AVENUE,ASHLAND,OH,44805,Ashland
020396300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2398,Rite Aid #2398,300 EAST LINCOLN WAY,MINERVA,OH,44657,Stark
020153950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2401,Rite Aid #2401,7800 CLEVELAND AVENUE NW,NORTH CANTON,OH,44720,Stark
020409450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2403,Rite Aid #2403,875 LEXINGTON AVENUE,MANSFIELD,OH,44907,Richland
020154000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2404,Rite Aid #2404,1895 WEST STATE STREEET,ALLIANCE,OH,44601,Stark
020154100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2408,Rite Aid #2408,613 W. MAIN STREET,LOUISVILLE,OH,44641,Stark
020457550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2409,Rite Aid #2409,4042 CLEVELAND AVENUE,CANTON,OH,44707-3624,Stark
020154300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2413,Rite Aid #2413,2110 WALES AVE NE,MASSILLON,OH,44646,Stark
020154350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2414,Rite Aid #2414,735 N. WATER STREET,UHRICHSVILLE,OH,44683,Tuscarawas
020477350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2416,Rite Aid #2416,4 NEWARK ROAD,MOUNT VERNON,OH,43050,Knox
020469800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2417,Rite Aid #2417,364 MAIN STREET,CONNEAUT,OH,44030,Ashtabula
020499100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2418,Rite Aid #2418,7844 STATE ROUTE 45,LISBON,OH,44432,Columbiana
020523350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2419,Rite Aid #2419,510 W. MARION ROAD,MT. GILEAD,OH,433381026,Morrow
020603350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2437,Rite Aid #2437,"8619 WAYNESBURG DR., S.E.",WAYNESBURG,OH,44688,Stark
020598050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2456,Rite Aid #2456,4053 SOUTH MAIN STREET,AKRON,OH,44319,Summit
020965350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #256,Rite Aid #256,1081 MT. VERNON AVENUE,MARION,OH,43302,Marion
020608200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2566,Rite Aid #2566,306 WEST WATER STREET,OAK HARBOR,OH,43449,Ottawa
020622950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2583,Rite Aid #2583,1921 S. DEFIANCE ROAD,ARCHBOLD,OH,43502,Fulton
020649250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2640,Rite Aid #2640,5411 SUPERIOR AVENUE,CLEVELAND,OH,441031344,Cuyahoga
020635350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2654,Rite Aid #2654,501 WATER STREET,CHARDON,OH,440241146,Geauga
020686000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #2795,Rite Aid #2795,148 NORTH MAIN STREET,WOODSFIELD,OH,43793,Monroe
020418800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3031,Rite Aid #3031,10 WEST NATIONAL ROAD,VANDALIA,OH,45377,Montgomery
020096900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3032,Rite Aid #3032,2148 LAKE AVENUE,ASHTABULA,OH,440043436,Ashtabula
020169000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3041,Rite Aid #3041,28600 CHAGRIN BLVD,BEACHWOOD,OH,44122,Cuyahoga
020095050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3053,Rite Aid #3053,5795 STATE ROAD,PARMA,OH,44134,Cuyahoga
020094850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3058,Rite Aid #3058,2020 WEST STATE STREET,FREMONT,OH,43420,Sandusky
020405650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3060,Rite Aid #3060,614 BRADSHAW AVENUE,E. LIVERPOOL,OH,43920,Columbiana
020096950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3062,Rite Aid #3062,"2154 ELM ROAD, N.E.",WARREN,OH,44483,Trumbull
020162850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3091,Rite Aid #3091,14701 PEARL RD,STRONGSVILLE,OH,44136-5026,Cuyahoga
020349200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3095,Rite Aid #3095,242 LINCOLN WAY WEST,MASSILLON,OH,44647,Stark
020405450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3102,Rite Aid #3102,304 HARDING WAY WEST,GALION,OH,44833,Crawford
020097050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3109,Rite Aid #3109,"1560 PARKMAN ROAD, N.W.",WARREN,OH,44485,Trumbull
020094200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3123,Rite Aid #3123,307 BOARDMAN-CANFIELD ROAD,YOUNGSTOWN,OH,445124702,Mahoning
020355450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3134,Rite Aid #3134,3700 NORTH DIXIE DRIVE,DAYTON,OH,454145235,Montgomery
020144900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3139,Rite Aid #3139,1320 E. STROOP ROAD,KETTERING,OH,45429,Montgomery
020147800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3143,Rite Aid #3143,1540 CANTON ROAD,AKRON,OH,44312,Summit
020097150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3146,Rite Aid #3146,693 MCCARTNEY ROAD,YOUNGSTOWN,OH,44505,Mahoning
020162550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3147,Rite Aid #3147,4914 YOUNGSTOWN-POLAND ROAD,YOUNGSTOWN,OH,44514,Mahoning
020185150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3151,Rite Aid #3151,325 E. WATERLOO ROAD,AKRON,OH,44319-1252,Summit
020185450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3155,Rite Aid,29000 LORAIN ROAD,NORTH OLMSTED,OH,44070-4016,Cuyahoga
020184900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3163,Rite Aid #3163,21800 LIBBY ROAD,MAPLE HEIGHTS,OH,44137,Cuyahoga
020184700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3167,Rite Aid #3167,304 EAST STATE STREET,ALLIANCE,OH,446014938,Stark
020373600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3179,Rite Aid #3179,1626 E. PERRY STREET,PORT CLINTON,OH,434521332,Ottawa
020362750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3181,Rite Aid #3181,14973 SOUTH AVENUE,COLUMBIANA,OH,44408,Columbiana
020732150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3246,Rite Aid #3246,2916 LINDEN AVENUE,DAYTON,OH,454103027,Montgomery
020717600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3266,Rite Aid #3266,117 SOUTH MAIN STREET,FREDERICKTOWN,OH,43019,Knox
020708800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3357,Rite Aid #3357,4 EAST WALTON STREET,WILLARD,OH,448909419,Huron
020755200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3365,Rite Aid #3365,479 MAIN STREET,GRAFTON,OH,44044,Lorain
020757300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3466,Rite Aid #3466,109 JEFFERSON STREET,GREENFIELD,OH,45123,Highland
020751000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3468,Rite Aid #3468,340 WEST MAIN STREET,CARROLLTON,OH,44615,Carroll
020766050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3603,Rite Aid #3603,220 THIRD STREET,WELLSVILLE,OH,43968,Columbiana
020776450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #3700,Rite Aid #3700,"114 12TH STREET, N.E.",CANTON,OH,447041024,Stark
020139300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #408,Rite Aid #408,540 EAST MIDLOTHIAN BLVD.,YOUNGSTOWN,OH,44502,Mahoning
021015250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #4245,Rite Aid #4245,142 BROAD STREET,ELYRIA,OH,44035,Lorain
020942100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #4247,Rite Aid #4247,218 CHESTNUT STREET,COSHOCTON,OH,438121131,Coshocton
020964250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #4278,Rite Aid #4278,16207 DETROIT AVENUE,LAKEWOOD,OH,44107,Cuyahoga
020916750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #4279,Rite Aid #4279,15596 WEST HIGH STREET,MIDDLEFIELD,OH,440629292,Geauga
020932550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #4280,Rite Aid #4280,325 WEST BROAD STREET,NEWTON FALLS,OH,44444,Trumbull
020947500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #4296,Rite Aid #4296,"1403 WOOSTER ROAD, WEST",BARBERTON,OH,442037374,Summit
020989800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #4580,Rite Aid #4580,4580 LIBERTY AVENUE,VERMILION,OH,440891912,Lorain
020978600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #4605,Rite Aid #4605,4205 EAST MARKET STREET,WARREN,OH,44484,Trumbull
020953950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #4683,Rite Aid #4683,2709 BROADWAY AVENUE,LORAIN,OH,44052,Lorain
021014950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #4708,Rite Aid #4708,501 E. EMMITT AVENUE,WAVERLY,OH,45690,Pike
020969550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #4726,Rite Aid #4726,1914 BAILEY ROAD,CUYAHOGA FALLS,OH,44221,Summit
021019300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #4736,Rite Aid #4736,301 NORTH MAIN STREET,FINDLAY,OH,45840,Hancock
021022700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #4748,Rite Aid #4748,3875 SALEM AVENUE,DAYTON,OH,45406,Montgomery
020984300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #4766,Rite Aid #4766,2853 GROVE AVENUE,LORAIN,OH,44055,Lorain
021014300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #4832,Rite Aid #4832,1045 WHEELING AVENUE,CAMBRIDGE,OH,43725,Guernsey
021030150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #4937,Rite Aid #4937,334 WEST PERKINS AVE,SANDUSKY,OH,44870,Erie
020358500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #712,Rite Aid #712,5 EAST ASHTABULA STREET,JEFFERSON,OH,440471109,Ashtabula
020124950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID DISCOUNT PHARMACY #794,Rite Aid #794,900 UNION BLVD.,ENGLEWOOD,OH,45322-2221,Montgomery
020180650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,"RITE AID OF OHIO, INC. #1167",Rite Aid #1167,633 SOUTH BROADWAY,GENEVA,OH,44041,Ashtabula
020181100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,"RITE AID OF OHIO, INC. #1186",Rite Aid #1186,1805 SOUTH LIMESTONE STREET,SPRINGFIELD,OH,45505,Clark
020182500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,"RITE AID OF OHIO, INC. #1198",Rite Aid #1198,1502 EXECUTIVE DRIVE,ST. MARYS,OH,45885,Auglaize
020183600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,"RITE AID OF OHIO, INC. #1217",Rite Aid #1217,5765 SECOR ROAD,TOLEDO,OH,43623,Lucas
020144850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,"RITE AID OF OHIO, INC. #449",Rite Aid #449,590 WEST MAIN STREET,NEW LEBANON,OH,453451426,Montgomery
020129400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,"RITE AID OF OHIO, INC. #703",Rite Aid #703,2704 BELMONT AVENUE,YOUNGSTOWN,OH,445051820,Trumbull
020350950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID PHARMACY #1187,Rite Aid #1187,564 MCADAMS DRIVE,NEW CARLISLE,OH,45344,Clark
020391400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID PHARMACY #1433,Rite Aid #1433,99 WHITTLESEY AVENUE,NORWALK,OH,44857,Huron
020413050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID PHARMACY #1570,Rite Aid #1570,6512 FRANKLIN AVENUE,CLEVELAND,OH,441022912,Cuyahoga
020430200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID PHARMACY #1635,Rite Aid #1635,306 E. MAIN ST.,POMEROY,OH,457691023,Meigs
020088450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID PHARMACY #2314,Rite Aid #2314,1605 BROADWAY STREET,TOLEDO,OH,43609,Lucas
021140750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID PHARMACY #3191,Rite Aid #3191,530 WEST MARKET STREET,TIFFIN,OH,44883,Seneca
021302400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID PHARMACY #7728,Rite Aid #7728,722-740 SOUTH MAIN STREET,BOWLING GREEN,OH,434023830,Wood
021913100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID PHARMACY #7928,Rite Aid #7928,3230 WEST ELM STREET,LIMA,OH,45805,Allen
0232000375,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,Walgreen Co.,Walgreens #21398,1782 N High St,Columbus,OH,43201-1144,Franklin
022854150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS,WALGREENS #17303,4402 SUNSET BLVD.,STEUBENVILLE,OH,43952,Jefferson
021211250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS,WALGREENS #21311,840 Brittain Rd,Akron,OH,44305-1307,Summit
022854350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS,WALGREENS #18289,400 PUBLIC ROAD,YORKVILLE,OH,43971,Jefferson
020800050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS,WALGREENS #21321,4546 Mayfield Rd,South Euclid,OH,44121-4043,Cuyahoga
020800150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS,WALGREENS #21259,14501 Euclid Ave,East Cleveland,OH,44112-3426,Cuyahoga
020800000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS,WALGREENS #21316,6401 Broadway Ave,Cleveland,OH,44105,Cuyahoga
021233150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS,WALGREEN #21338,6300 E. MAIN STREET,REYNOLDSBURG,OH,43068,Franklin
021070550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS,WALGREENS #21370,5045 N Main St,Dayton,OH,45415-3636,Montgomery
021708650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS,WALGREENS #21360,2654 Mccartney Rd,Youngstown,OH,44505,Mahoning
020796400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS,WALGREENS #21290,15500 Broadway Ave,Maple Heights,OH,44137-1120,Cuyahoga
022854250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS,WALGREENS #19910,1820 FRANKLIN STREET,TORONTO,OH,43964,Jefferson
020132900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #00274,,3822 PAXTON AVE,CINCINNATI,OH,45209,Hamilton
021480600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #01234,,6 E. BAGLEY ROAD,BEREA,OH,440172009,Cuyahoga
021525100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #01281,,68 WEST US 22 3,MAINEVILLE,OH,45039,Warren
021454250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #01317,,3445 SOUTH HIGH STREET,COLUMBUS,OH,43207-3693,Franklin
021589500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #01337,,6421 MARKET AVENUE N,CANTON,OH,44721,Stark
020497500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #01502,,6204 MONTGOMERY,CINCINNATI,OH,45213,Hamilton
021546450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #02132,,6900 ROCKSIDE ROAD,INDEPENDENCE,OH,44131,Cuyahoga
020186050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #02136,,4090 E GALBRAITH ROAD,DEER PARK,OH,45236,Hamilton
021448300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #02226,,5090 TURNEY ROAD,GARFIELD HEIGHTS,OH,44125,Cuyahoga
020683050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #02694,License Specialist,385 NORTHLAND BLVD.,CINCINNATI,OH,45240,Hamilton
020768400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #02697,,9580 KENWOOD ROAD,BLUE ASH,OH,45242-6140,Hamilton
020800100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #03235,Walgreen Co.,16400 CHAGRIN BLVD.,SHAKER HEIGHTS,OH,44120,Cuyahoga
020840400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #03256,,11401 UNION AVENUE,CLEVELAND,OH,44105,Cuyahoga
020805500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #03261,,1000 SOUTH MAIN ST.,NORTH CANTON,OH,44720,Stark
020800850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #03276,,1925 W. MARKET STREET,AKRON,OH,44313,Summit
020799950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #03279,,1303 COPLEY ROAD,AKRON,OH,44320,Summit
020799850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #03281,,1130 S. ARLINGTON STREET,AKRON,OH,44306,Summit
021017850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #03308,,4265 STATE ROAD,CLEVELAND,OH,44109,Cuyahoga
020800900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #03310,,16803 LORAIN AVE.,CLEVELAND,OH,44111,Cuyahoga
020800950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #03312,,22401 LAKE SHORE BLVD.,EUCLID,OH,44123,Cuyahoga
020885650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #03314,,5400 PEARL ROAD,PARMA,OH,44129,Cuyahoga
