LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,BusinessName,DoingBusinessAs,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty,Geo,Full Address,ZCTA5,GEOID,votes_dem,votes_rep,pct_dem_lead
21086300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04202,,127 E. PLEASANT VALLEY ROAD,SEVEN HILLS,OH,44131,Cuyahoga,"(41.3619194, -81.6837164)","127 E. PLEASANT VALLEY ROAD, SEVEN HILLS, OH 44131",44131,39035-SEVEN HILLS 4-B,378,451,-8.7
20090650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04245,,5403 N. BEND ROAD,CINCINNATI,OH,45247,Hamilton,"(39.1888982, -84.6022344)","5403 N. BEND ROAD, CINCINNATI, OH 45247",45247,39061-GREEN V,342,518,-20.3
21014700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04246,,2320 BOUDINOT AVENUE,CINCINNATI,OH,452383417,Hamilton,"(39.1283447, -84.6046097)","2320 BOUDINOT AVENUE, CINCINNATI, OH 452383417",45238,39061-CINCINNATI 25-H,560,354,22.1
21017800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04294,,5881 SOM CENTER ROAD,WILLOUGHBY,OH,44094,Lake,"(41.6083717, -81.4392306)","5881 SOM CENTER ROAD, WILLOUGHBY, OH 44094",44094,39085-WILLOUGHBY CITY 4A,369,402,-4.3
21033050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04295,,2086 GRAHAM,STOW,OH,44224,Summit,"(41.1662402, -81.4390581)","2086 GRAHAM, STOW, OH 44224",44224,39153-STOW 1-C,378,358,2.7
21051350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04317,,9400 MENTOR AVENUE,MENTOR,OH,44060,Lake,"(41.6793075, -81.3025179)","9400 MENTOR AVENUE, MENTOR, OH 44060",44060,39085-MENTOR CITY 1I,346,416,-9.1
21026400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04397,,7295 MARKET STREET,BOARDMAN,OH,44512,Mahoning,"(41.0248398, -80.662052)","7295 MARKET STREET, BOARDMAN, OH 44512",44512,39099-BOARDMAN 09,270,238,6.2
21050850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04520,,1260 E. CENTRAL,MIAMISBURG,OH,45342,Montgomery,"(39.6397527, -84.2663874)","1260 E. CENTRAL, MIAMISBURG, OH 45342",45342,39113-MIAMISBURG 3-A,324,588,-28.3
21062850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04521,,6495 OLD TROY PIKE,HUBER HEIGHTS,OH,45424,Montgomery,"(39.847423, -84.14012799999999)","6495 OLD TROY PIKE, HUBER HEIGHTS, OH 45424",45424,39113-HUBER HEIGHTS 1-D,396,560,-17
20125300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04522,,9775 COLERAIN AVENUE,CINCINNATI,OH,45251,Hamilton,"(39.2490113, -84.59776400000001)","9775 COLERAIN AVENUE, CINCINNATI, OH 45251",45251,39061-COLERAIN S,264,494,-29.9
21057150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04567,,6485 WILMINGTON PIKE,CENTERVILLE,OH,45459,Greene,"(39.6390999, -84.11065889999999)","6485 WILMINGTON PIKE, CENTERVILLE, OH 45459",45305,39057-SUGARCREEK 150,386,353,4.4
21231200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04639,,4497 FAR HILLS AVENUE,KETTERING,OH,45429,Montgomery,"(39.6820591, -84.1676681)","4497 FAR HILLS AVENUE, KETTERING, OH 45429",45429,39113-KETTERING 3-A,435,416,2.2
21110600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04684,,12777 ROCKSIDE ROAD,GARFIELD HEIGHTS,OH,44125,Cuyahoga,"(41.4013786, -81.5955389)","12777 ROCKSIDE ROAD, GARFIELD HEIGHTS, OH 44125",44125,39035-GARFIELD HEIGHTS 7-B,447,180,42.3
21086350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04685,,2135 WARRENSVILLE CENTER ROAD,SOUTH EUCLID,OH,44121,Cuyahoga,"(41.5016733, -81.53549749999999)","2135 WARRENSVILLE CENTER ROAD, SOUTH EUCLID, OH 44121",44118,39035-SOUTH EUCLID 4-C,470,66,75.1
21143150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04775,,9043 DARROW ROAD,TWINSBURG,OH,44087,Summit,"(41.3118972, -81.4394867)","9043 DARROW ROAD, TWINSBURG, OH 44087",44087,39153-TWINSBURG 3-C,428,323,13.9
21093950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04776,,900 WOOSTER ROAD NORTH,BARBERTON,OH,44203,Summit,"(41.0299768, -81.5883351)","900 WOOSTER ROAD NORTH, BARBERTON, OH 44203",44203,39153-BARBERTON 1-B,236,335,-17
21086450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04893,,12110 LEBANON ROAD,SHARONVILLE,OH,45241,Hamilton,"(39.2948126, -84.3917701)","12110 LEBANON ROAD, SHARONVILLE, OH 45241",45241,39061-SHARONVILLE 2-A,443,426,1.9
21117600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04975,,1542 WAYNE AVENUE,DAYTON,OH,45410,Montgomery,"(39.7469835, -84.1708481)","1542 WAYNE AVENUE, DAYTON, OH 45410",45410,39113-DAYTON 08-D,371,281,13.5
21155950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04976,,2710 SALEM AVENUE,DAYTON,OH,45406,Montgomery,"(39.7872631, -84.23572469999999)","2710 SALEM AVENUE, DAYTON, OH 45406",45406,39113-DAYTON 16-A,472,39,83.8
21121950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #04983,,"4024 FULTON DRIVE, N.W.",CANTON,OH,44718,Stark,"(40.8363517, -81.4248277)","4024 FULTON DRIVE, N.W., CANTON, OH 44718",44718,39151-JACKSON 07,307,368,-8.9
21374800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05031,,7260 PEARL ROAD,MIDDLEBURG HEIGHTS,OH,441304873,Cuyahoga,"(41.368181, -81.80513140000001)","7260 PEARL ROAD, MIDDLEBURG HEIGHTS, OH 441304873",44130,39035-MIDDLEBURG HEIGHTS 2-B,318,367,-7
21122150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05138,,100 CLEVELAND STREET,ELYRIA,OH,44035,Lorain,"(41.3734082, -82.0936727)","100 CLEVELAND STREET, ELYRIA, OH 44035",44035,39093-ELYRIA CITY 7-C,369,371,-0.3
20397200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05196,,6355 DIXIE HIGHWAY,FAIRFIELD,OH,45014,Butler,"(39.3222796, -84.5044977)","6355 DIXIE HIGHWAY, FAIRFIELD, OH 45014",45014,39017-FAIRFIELD CITY 1-02,404,384,2.5
20562250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05203,,1090 HIGH STREET,HAMILTON,OH,45011,Butler,"(39.3965924, -84.5488359)","1090 HIGH STREET, HAMILTON, OH 45011",45011,39017-HAMILTON CITY 4-01,320,185,26.1
20500100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05205,,1086 READING ROAD,MASON,OH,45040,Warren,"(39.3376191, -84.3417207)","1086 READING ROAD, MASON, OH 45040",45040,39165-MASON CITY W,142,270,-30.7
21193000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05206,,11701 DETROIT AVENUE,LAKEWOOD,OH,44107,Cuyahoga,"(41.4833716, -81.76915009999999)","11701 DETROIT AVENUE, LAKEWOOD, OH 44107",44107,39035-LAKEWOOD 4-J,389,132,48.2
21204600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05319,,925 WOODVILLE ROAD,TOLEDO,OH,43605,Wood,"(41.632082, -83.51294759999999)","925 WOODVILLE ROAD, TOLEDO, OH 43605",43605,39095-TOLEDO 18F,195,148,13.5
21253600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05323,,1910 S. REYNOLDS ROAD,TOLEDO,OH,436141438,Lucas,"(41.6053337, -83.6654686)","1910 S. REYNOLDS ROAD, TOLEDO, OH 436141438",43614,39095-TOLEDO 24E,535,256,34.7
21228350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05324,,1330  N. REYNOLDS ROAD,TOLEDO,OH,43615,Lucas,"(41.652851, -83.6638581)","1330  N. REYNOLDS ROAD, TOLEDO, OH 43615",43615,39095-TOLEDO 06E,479,190,42.6
21186550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05430,,4121 HOOVER AVENUE,DAYTON,OH,45402,Montgomery,"(39.7625781, -84.25299389999999)","4121 HOOVER AVENUE, DAYTON, OH 45402",45402,39113-DAYTON 15-B,632,21,92.7
21158750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05431,,1337 PEARL ROAD,BRUNSWICK,OH,44212,Medina,"(41.2388876, -81.8406991)","1337 PEARL ROAD, BRUNSWICK, OH 44212",44212,39103-BRUNSWICK CITY 4-C,501,695,-15.9
21179150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05473,,25524 CENTER RIDGE ROAD,WESTLAKE,OH,44145,Cuyahoga,"(41.4563783, -81.90289)","25524 CENTER RIDGE ROAD, WESTLAKE, OH 44145",44145,39035-WESTLAKE 2-C,450,381,8.2
21186600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05517,,2600 S. SMITHVILLE ROAD,DAYTON,OH,45420,Montgomery,"(39.7298141, -84.1411219)","2600 S. SMITHVILLE ROAD, DAYTON, OH 45420",45420,39113-DAYTON 09-D,469,458,1.2
21186050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05549,,804 W Market St,Warren,OH,44481-1038,Trumbull,"(41.2342587, -80.8300802)","804 W Market St, Warren, OH 44481-1038",44485,39155-WARREN CITY 1B,227,192,8.3
21244700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05550,,21010 CENTER RIDGE ROAD,ROCKY RIVER,OH,44116,Cuyahoga,"(41.4622371, -81.8532565)","21010 CENTER RIDGE ROAD, ROCKY RIVER, OH 44116",44116,39035-ROCKY RIVER 2-D,505,360,16.6
20338700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05632,,9 WEST MITCHELL AVENUE,CINCINNATI,OH,452171525,Hamilton,"(39.1601608, -84.5054727)","9 WEST MITCHELL AVENUE, CINCINNATI, OH 452171525",45217,39061-CINCINNATI 15-G,413,64,72
21221150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05639,,320 S. WATER STREET,KENT,OH,44240,Portage,"(41.1505182, -81.35905679999999)","320 S. WATER STREET, KENT, OH 44240",44240,39133-KENT 5-A,250,45,67.9
20683000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05762,,7804 CINCINNATI-DAYTON ROAD,WEST CHESTER,OH,45069-6003,Butler,"(39.3568116, -84.3945557)","7804 CINCINNATI-DAYTON ROAD, WEST CHESTER, OH 45069-6003",45069,39017-WEST CHESTER TWP 16,340,339,0.1
21187600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05820,,6101 ANDREWS ROAD,MENTOR ON THE LAKE,OH,44060,Lake,"(41.7055033, -81.36063299999999)","6101 ANDREWS ROAD, MENTOR ON THE LAKE, OH 44060",44060,39085-MENTOR-ON-THE-LAKE CITY 3A,360,423,-8
21240350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05821,,132 RICHMOND STREET,PAINESVILLE,OH,44077,Lake,"(41.7260023, -81.24863040000001)","132 RICHMOND STREET, PAINESVILLE, OH 44077",44077,39085-PAINESVILLE CITY 1A,449,326,15.6
21252050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #05906,,2562 NAVARRE AVENUE,OREGON,OH,43616,Lucas,"(41.6361502, -83.4871168)","2562 NAVARRE AVENUE, OREGON, OH 43616",43616,39095-OREGON 08,401,435,-4
21272850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06115,,6805 HOSPITAL DRIVE,DUBLIN,OH,430168556,Franklin,"(40.1027467, -83.1606288)","6805 HOSPITAL DRIVE, DUBLIN, OH 430168556",43016,39049-DUBLIN 2-E,460,368,10.8
21342550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06116,,9110 DUBLIN ROAD,POWELL,OH,430659588,Delaware,"(40.1545881, -83.1321315)","9110 DUBLIN ROAD, POWELL, OH 430659588",43065,39041-SHAWNEE HILLS,299,230,12.9
21297150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06119,,7900 E. BROAD STREET,BLACKLICK,OH,43004,Franklin,"(39.98595390000001, -82.79190919999999)","7900 E. BROAD STREET, BLACKLICK, OH 43004",43004,39049-COLUMBUS 46-G,525,241,36.5
21303800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06168,,4580 MONROE STREET,TOLEDO,OH,436134738,Lucas,"(41.6898213, -83.6224567)","4580 MONROE STREET, TOLEDO, OH 436134738",43613,39095-TOLEDO 21E,375,234,22.8
20602700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06191,,10529 LOVELAND-MADEIRA ROAD,LOVELAND,OH,45140-8963,Clermont,"(39.2502404, -84.2975088)","10529 LOVELAND-MADEIRA ROAD, LOVELAND, OH 45140-8963",45249,39061-SYMMES E,424,488,-6.9
21242300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06273,,3015 E. LIVINGSTON AVENUE,COLUMBUS,OH,432093047,Franklin,"(39.9463751, -82.9162837)","3015 E. LIVINGSTON AVENUE, COLUMBUS, OH 432093047",43209,39049-COLUMBUS 28-C,549,64,78.6
21242250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06378,,2770 W. BROAD STREET,COLUMBUS,OH,432042641,Franklin,"(39.9553551, -83.07451619999999)","2770 W. BROAD STREET, COLUMBUS, OH 432042641",43204,39049-COLUMBUS 57-B,362,221,23.7
21283600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06458,,805 N. COURT STREET,MEDINA,OH,442561718,Medina,"(41.1492726, -81.86424339999999)","805 N. COURT STREET, MEDINA, OH 442561718",44256,39103-MEDINA CITY 1-C,459,528,-6.9
21264500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06471,,700 S. BREIEL BLVD,MIDDLETOWN,OH,450446202,Butler,"(39.5030837, -84.3562439)","700 S. BREIEL BLVD, MIDDLETOWN, OH 450446202",45044,39017-MIDDLETOWN CITY 4-03,202,311,-21
21265150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06485,,19 LONDON ROAD,DELAWARE,OH,430152613,Delaware,"(40.2898856, -83.0693888)","19 LONDON ROAD, DELAWARE, OH 430152613",43015,39041-DELAWARE CITY 3-B,302,358,-8.2
21261300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06521,,2609 E. MAIN STREET,SPRINGFIELD,OH,455035114,Clark,"(39.9230655, -83.7683078)","2609 E. MAIN STREET, SPRINGFIELD, OH 455035114",45503,39023-SPRINGFIELD CITY 21,183,229,-11
21300300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06522,,1880 S. LIMESTONE STREET,SPRINGFIELD,OH,45505,Clark,"(39.9013553, -83.8102873)","1880 S. LIMESTONE STREET, SPRINGFIELD, OH 45505",45505,39023-SPRINGFIELD CITY 07,434,115,56.8
21349550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06574,,5411 LEAVITT RD.,LORAIN,OH,440532155,Lorain,"(41.4194238, -82.20815019999999)","5411 LEAVITT RD., LORAIN, OH 440532155",44053,39093-LORAIN CITY 4-A,469,353,13.8
21301200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06588,,32798 WALKER ROAD,AVON LAKE,OH,44012,Lorain,"(41.4936823, -82.02051730000001)","32798 WALKER ROAD, AVON LAKE, OH 44012",44012,39093-AVON LAKE CITY 3-C,548,530,1.7
21327250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06589,,5501 MAHONING AVENUE,AUSTINTOWN,OH,44515-2316,Mahoning,"(41.0989522, -80.7643939)","5501 MAHONING AVENUE, AUSTINTOWN, OH 44515-2316",44515,39099-AUSTINTOWN TWP 15,321,377,-7.9
20465550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06653,,3105 GLENDALE MILFORD ROAD,CINCINNATI,OH,452413134,Hamilton,"(39.2534253, -84.4221431)","3105 GLENDALE MILFORD ROAD, CINCINNATI, OH 452413134",45241,39061-EVENDALE A,480,494,-1.4
21309700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06659,,4071 LEE ROAD,"CLEVELAND,",OH,44128,Cuyahoga,"(41.4491138, -81.5643558)","4071 LEE ROAD, CLEVELAND,, OH 44128",44128,39035-CLEVELAND 01-M,609,25,91.7
21294550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06675,,2560 BELMONT AVE.,YOUNGSTOWN,OH,445052407,Mahoning,"(41.1331453, -80.6662312)","2560 BELMONT AVE., YOUNGSTOWN, OH 445052407",44510,39099-YOUNGSTOWN CITY 3 E,302,58,67.2
21311250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06682,,8614 PRINCETON GLENDALE ROAD,WEST CHESTER,OH,450691839,Butler,"(39.3433422, -84.4608274)","8614 PRINCETON GLENDALE ROAD, WEST CHESTER, OH 450691839",45069,39017-WEST CHESTER TWP 23,293,306,-2.1
21327300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06888,,5027 YOUNGSTOWN-WARREN RD,NILES,OH,444464905,Trumbull,"(41.2134098, -80.76231709999999)","5027 YOUNGSTOWN-WARREN RD, NILES, OH 444464905",44446,39155-NILES CITY 1D,314,355,-6.1
21354400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06889,,6270 SOM CENTER ROAD,SOLON,OH,441392913,Cuyahoga,"(41.3889877, -81.4387902)","6270 SOM CENTER ROAD, SOLON, OH 441392913",44139,39035-SOLON 6-A,731,302,41.2
21317850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06981,,1280 DEMOREST ROAD,COLUMBUS,OH,43204,Franklin,"(39.92831200000001, -83.08965169999999)","1280 DEMOREST ROAD, COLUMBUS, OH 43204",43204,39049-COLUMBUS 58-B,514,445,7.1
21325800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #06990,,183 E. DAYTON YELLOW SPRINGS RD,FAIRBORN,OH,45324,Greene,"(39.7898265, -84.0201743)","183 E. DAYTON YELLOW SPRINGS RD, FAIRBORN, OH 45324",45324,39057-FAIRBORN 216,217,244,-5.8
20420750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07046,,4610 PLEASANT AVENUE,FAIRFIELD,OH,450141664,Butler,"(39.3521356, -84.55833729999999)","4610 PLEASANT AVENUE, FAIRFIELD, OH 450141664",45014,39017-FAIRFIELD CITY 2-01,191,419,-36.6
21389400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07113,,3093 CLEVELAND AVENUE,COLUMBUS,OH,43224,Franklin,"(40.03072900000001, -82.9645093)","3093 CLEVELAND AVENUE, COLUMBUS, OH 43224",43224,39049-COLUMBUS 23-D,652,203,51.9
20529900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07181,,4241 GLENWAY AVENUE,CINCINNATI,OH,45205,Hamilton,"(39.1137823, -84.5845963)","4241 GLENWAY AVENUE, CINCINNATI, OH 45205",45205,39061-CINCINNATI 25-K,297,132,38
20497450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07239,,562 MAIN STREET,HAMILTON,OH,450133222,Butler,"(39.4069296, -84.572845)","562 MAIN STREET, HAMILTON, OH 450133222",45013,39017-HAMILTON CITY 1-04,182,239,-13.1
21355850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07256,,2140 E. DOROTHY LANE,KETTERING,OH,454201114,Montgomery,"(39.702231, -84.1248129)","2140 E. DOROTHY LANE, KETTERING, OH 454201114",45420,39113-KETTERING 2-D,475,540,-6.2
21382900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07331,,20 W. MARKET STREET,TROY,OH,45373,Miami,"(40.0315013, -84.2093027)","20 W. MARKET STREET, TROY, OH 45373",45373,39109-TROY 4-B,139,285,-33.8
21370700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07332,,904 COLUMBUS AVENUE,LEBANON,OH,450361402,Warren,"(39.447725, -84.18629299999999)","904 COLUMBUS AVENUE, LEBANON, OH 450361402",45036,39165-LEBANON CITY H,188,353,-30.2
21416650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07368,,4890 NORTH HIGH STREET,COLUMBUS,OH,432141552,Franklin,"(40.0621451, -83.0190609)","4890 NORTH HIGH STREET, COLUMBUS, OH 432141552",43214,39049-COLUMBUS 22-C,703,197,55.5
21367000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07392,,1033 MILITARY ROAD,ZANESVILLE,OH,437011342,Muskingum,"(39.9796479, -82.0181143)","1033 MILITARY ROAD, ZANESVILLE, OH 437011342",43701,39119-ZANESVILLE 5-B,212,238,-5.7
20468100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07435,,4605 MONTGOMERY RD,NORWOOD,OH,452122607,Hamilton,"(39.1609102, -84.45656369999999)","4605 MONTGOMERY RD, NORWOOD, OH 452122607",45212,39061-NORWOOD 1-B,388,303,12
21374200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07441,,701 N. CABLE RD,LIMA,OH,458051737,Allen,"(40.7490989, -84.14754909999999)","701 N. CABLE RD, LIMA, OH 458051737",45805,39003-LIMA 7-7A (0025),335,447,-14.2
20629350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07470,,1032 HARRISON AVENUE,HARRISON,OH,45030-1522,Hamilton,"(39.2578385, -84.8037787)","1032 HARRISON AVENUE, HARRISON, OH 45030-1522",45030,39061-HARRISON C,246,770,-50.9
21444500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07474,,751 RICHMOND ROAD,RICHMOND HEIGHTS,OH,44143,Cuyahoga,"(41.5398605, -81.4966309)","751 RICHMOND ROAD, RICHMOND HEIGHTS, OH 44143",44143,39035-RICHMOND HEIGHTS 3-C,328,114,47.9
21375500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07489,,57 W. MAIN STREET,AMELIA,OH,451021737,Clermont,"(39.0309015, -84.22090990000001)","57 W. MAIN STREET, AMELIA, OH 451021737",45102,39025-BATAVIA TWP O,272,550,-33.1
21370650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07523,,5690 W. BROAD STREET,GALLOWAY,OH,43119-8127,Franklin,"(39.951612, -83.15281039999999)","5690 W. BROAD STREET, GALLOWAY, OH 43119-8127",43119,39049-COLUMBUS 78-D,585,469,10.7
21453800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07524,,6266 GENDER ROAD,CANAL WINCHESTER,OH,431102042,Franklin,"(39.8533503, -82.82762319999999)","6266 GENDER ROAD, CANAL WINCHESTER, OH 431102042",43110,39049-CANAL WIN B,550,616,-5.6
21374250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07525,,2150 E. DUBLIN GRANVILLE ROAD,COLUMBUS,OH,432293513,Franklin,"(40.0871842, -82.95949449999999)","2150 E. DUBLIN GRANVILLE ROAD, COLUMBUS, OH 432293513",43229,39049-COLUMBUS 61-C,587,121,64.6
21374150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07541,,1425 N. 21ST STREET,NEWARK,OH,430553069,Licking,"(40.0869067, -82.42823539999999)","1425 N. 21ST STREET, NEWARK, OH 430553069",43055,39089-NEWARK 5-E,214,331,-21.2
21386050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07637,,1243 STATE ROUTE 28,MILFORD,OH,451502248,Clermont,"(39.20152470000001, -84.2222369)","1243 STATE ROUTE 28, MILFORD, OH 451502248",45150,39025-MIAMI TWP D,190,412,-36
21423700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07683,,15031 SR 224 E,FINDLAY,OH,45840-7764,Hancock,"(41.0042814, -84.125942)","15031 SR 224 E, FINDLAY, OH 45840-7764",45875,39137-UNION TWP,107,890,-78
21435000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,WALGREENS #07684,,2366 HARDING HWY,LIMA,OH,458043426,Allen,"(40.7301922, -84.0623064)","2366 HARDING HWY, LIMA, OH 458043426",45804,39003-PERRY A (0064),122,401,-53
