LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,LicenseSubStatus,BusinessName,DoingBusinessAs,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty,Geo,Full Address
22018150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6150,,305 W. BRIDGE STREET,DUBLIN,OH,43017,Franklin,"(40.0978035, -83.1229292)","305 W. BRIDGE STREET, DUBLIN, OH 43017"
22015100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6151,,900 COSHOCTON AVENUE,MOUNT VERNON,OH,43050,Knox,"(40.3995574, -82.4562353)","900 COSHOCTON AVENUE, MOUNT VERNON, OH 43050"
22011700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6158,,1211 MORSE ROAD,COLUMBUS,OH,43229,Franklin,"(40.0605799, -82.9866075)","1211 MORSE ROAD, COLUMBUS, OH 43229"
22011950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6164,,1725 WEST CENTRAL AVE,DELAWARE,OH,43015,Delaware,"(40.3083725, -83.1086815)","1725 WEST CENTRAL AVE, DELAWARE, OH 43015"
22011150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6169,,1411 LEXINGTON AVENUE,MANSFIELD,OH,44907,Richland,"(40.7202201, -82.5438976)","1411 LEXINGTON AVENUE, MANSFIELD, OH 44907"
22011200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6171,,137 MCMAHAN BOULEVARD,MARION,OH,43302,Marion,"(40.5818647, -83.0833127)","137 MCMAHAN BOULEVARD, MARION, OH 43302"
22011250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6172,,987 EAST COLUMBUS STREET,KENTON,OH,43326,Hardin,"(40.6532781, -83.5918587)","987 EAST COLUMBUS STREET, KENTON, OH 43326"
22011300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6173,,106 MILAN AVENUE,NORWALK,OH,44857,Huron,"(41.2509231, -82.6112406)","106 MILAN AVENUE, NORWALK, OH 44857"
22011350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6175,,755 ASHLAND ROAD,MANSFIELD,OH,44905,Richland,"(40.7708597, -82.48605649999999)","755 ASHLAND ROAD, MANSFIELD, OH 44905"
22011400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6176,,1049 WEST FOURTH STREET,MANSFIELD,OH,44906,Richland,"(40.7654552, -82.55238500000002)","1049 WEST FOURTH STREET, MANSFIELD, OH 44906"
22011450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6177,,201 WEST MAIN STREET,BELLEVUE,OH,44811,Sandusky,"(41.2735985, -82.8425637)","201 WEST MAIN STREET, BELLEVUE, OH 44811"
22011500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6178,,143 EAST SANDUSKY AVENUE,BELLEFONTAINE,OH,43311,Logan,"(40.3630211, -83.7582237)","143 EAST SANDUSKY AVENUE, BELLEFONTAINE, OH 43311"
22023500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6179,,324 FOURTH STREET,SIDNEY,OH,45365,Shelby,"(40.7616052, -82.5272677)","324 FOURTH STREET, SIDNEY, OH 45365"
22011550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6180,,1020 NORTH MAIN STREET,CELINA,OH,45822,Mercer,"(40.5600088, -84.570594)","1020 NORTH MAIN STREET, CELINA, OH 45822"
22010650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6181,,341 WEST HIGH STREET,BRYAN,OH,43506,Williams,"(41.4742284, -84.5551208)","341 WEST HIGH STREET, BRYAN, OH 43506"
22010700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6182 ONCE CVS DRIVE,,3499 CLIME ROAD,COLUMBUS,OH,43223,Franklin,"(39.9269466, -83.08985249999999)","3499 CLIME ROAD, COLUMBUS, OH 43223"
22010750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6183,,2987 DERR ROAD,SPRINGFIELD,OH,45503,Clark,"(39.9656603, -83.7868747)","2987 DERR ROAD, SPRINGFIELD, OH 45503"
22010800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6184,,555 EAST STATE STREET,ATHENS,OH,45701,Athens,"(39.3369729, -82.0786272)","555 EAST STATE STREET, ATHENS, OH 45701"
22010900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6186,,2565 EAST MAIN STREET,SPRINGFIELD,OH,45503,Clark,"(39.9227879, -83.770082)","2565 EAST MAIN STREET, SPRINGFIELD, OH 45503"
22010950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6188,,111 SOUTH MEMORIAL DRIVE,LANCASTER,OH,43130,Fairfield,"(39.7131166, -82.60676769999999)","111 SOUTH MEMORIAL DRIVE, LANCASTER, OH 43130"
22011000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6189,,11 CENTENNIAL BOULEVARD,CHILLICOTHE,OH,45601,Ross,"(39.3324875, -83.016677)","11 CENTENNIAL BOULEVARD, CHILLICOTHE, OH 45601"
22011050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6190,,1021 NORTH BRIDGE STREET,CHILLICOTHE,OH,45601,Ross,"(39.3559591, -82.9754061)","1021 NORTH BRIDGE STREET, CHILLICOTHE, OH 45601"
22011100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6191,,214 LAFAYETTE STREET,LONDON,OH,43140,Madison,"(39.896287, -83.4382382)","214 LAFAYETTE STREET, LONDON, OH 43140"
22010150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6192,,2120 STRINGTOWN ROAD,GROVE CITY,OH,43123,Franklin,"(39.8793504, -83.0603837)","2120 STRINGTOWN ROAD, GROVE CITY, OH 43123"
22010200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6193,,32 SOUTH COURT STREET,ATHENS,OH,45701,Athens,"(39.3281703, -82.10099029999999)","32 SOUTH COURT STREET, ATHENS, OH 45701"
22010300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6195,,205 EAST MAIN STREET,CIRCLEVILLE,OH,43113,Pickaway,"(39.6004365, -82.9423833)","205 EAST MAIN STREET, CIRCLEVILLE, OH 43113"
22010350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6198,,2020 EAKIN ROAD,COLUMBUS,OH,43223,Franklin,"(39.9325175, -83.04863929999999)","2020 EAKIN ROAD, COLUMBUS, OH 43223"
22010400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6268,,2217 SUNSET BLVD.,STEUBENVILLE,OH,43952,Jefferson,"(40.369841, -80.64238139999999)","2217 SUNSET BLVD., STEUBENVILLE, OH 43952"
22010450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6270,,404 AETNA STREET,MARTINS FERRY,OH,43935,Belmont,"(40.085704, -80.7346939)","404 AETNA STREET, MARTINS FERRY, OH 43935"
22010500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6271,,68501 ADDIE WAY,ST. CLAIRSVILLE,OH,43950,Belmont,"(40.0803199, -80.90176)","68501 ADDIE WAY, ST. CLAIRSVILLE, OH 43950"
22010550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6349,,1109 IRONTON HILLS DRIVE,IRONTON,OH,45638,Lawrence,"(38.5433673, -82.6749248)","1109 IRONTON HILLS DRIVE, IRONTON, OH 45638"
20752650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6411,,3282 TREMONT ROAD,UPPER ARLINGTON,OH,43221,Franklin,"(40.0236977, -83.0574898)","3282 TREMONT ROAD, UPPER ARLINGTON, OH 43221"
22010600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6946,,4548 EAST MAIN STREET,WHITEHALL,OH,43213,Franklin,"(39.9560178, -82.8773133)","4548 EAST MAIN STREET, WHITEHALL, OH 43213"
22015150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6949,,4801 WEST BROAD STREET,COLUMBUS,OH,43228,Franklin,"(39.9516222, -83.1297651)","4801 WEST BROAD STREET, COLUMBUS, OH 43228"
22015200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6950,,2680 NORTH HIGH STREET,COLUMBUS,OH,43202,Franklin,"(40.0170036, -83.01173150000001)","2680 NORTH HIGH STREET, COLUMBUS, OH 43202"
22015250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6953,,6659 EAST MAIN STREET,REYNOLDSBURG,OH,43068,Franklin,"(39.9545451, -82.81972929999999)","6659 EAST MAIN STREET, REYNOLDSBURG, OH 43068"
22015300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6954,,820 SOUTH BREIEL BLVD,MIDDLETOWN,OH,45044,Butler,"(39.50150130000001, -84.35597100000001)","820 SOUTH BREIEL BLVD, MIDDLETOWN, OH 45044"
22015350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6996,,11601 SPRINGFIELD PIKE,SPRINGDALE,OH,45246,Hamilton,"(39.28746080000001, -84.48607400000002)","11601 SPRINGFIELD PIKE, SPRINGDALE, OH 45246"
22015400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7097,,6300 SCIOTO DARBY ROAD,HILLIARD,OH,43026,Franklin,"(40.0335288, -83.1791147)","6300 SCIOTO DARBY ROAD, HILLIARD, OH 43026"
22015450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7247,,900 NORTH HAMILTON ROAD,GAHANNA,OH,43230,Franklin,"(40.040646, -82.8641744)","900 NORTH HAMILTON ROAD, GAHANNA, OH 43230"
20775600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7371,,22909 EMERY ROAD,WARRENSVILLE HEIGHTS,OH,44128,Cuyahoga,"(41.4358106, -81.5175301)","22909 EMERY ROAD, WARRENSVILLE HEIGHTS, OH 44128"
21068150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7686,,7301 LAKESHORE BLVD.,MENTOR,OH,44060,Lake,"(41.700962, -81.3791304)","7301 LAKESHORE BLVD., MENTOR, OH 44060"
20983300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7687,,20641 FAIRMOUNT BLVD.,SHAKER HEIGHTS,OH,44118,Cuyahoga,"(41.4867867, -81.5346721)","20641 FAIRMOUNT BLVD., SHAKER HEIGHTS, OH 44118"
20987000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7694,,804 W. MAIN STREET,TROY,OH,45373,Miami,"(40.0426383, -84.2119522)","804 W. MAIN STREET, TROY, OH 45373"
21056500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7699,,11611 HAMILTON AVENUE,CINCINNATI,OH,45231,Hamilton,"(39.292829, -84.5648231)","11611 HAMILTON AVENUE, CINCINNATI, OH 45231"
20999400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7767,,124 SOUTH MAIN STREET,UNION,OH,45322,Montgomery,"(39.8762059, -84.30087549999999)","124 SOUTH MAIN STREET, UNION, OH 45322"
21088250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7776,,52 W. MAIN STREET,AMELIA,OH,45102,Clermont,"(39.0297329, -84.2210869)","52 W. MAIN STREET, AMELIA, OH 45102"
21072150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7777,,2812 SCIOTO TRAIL,PORTSMOUTH,OH,45662,Scioto,"(38.7575182, -82.99055829999999)","2812 SCIOTO TRAIL, PORTSMOUTH, OH 45662"
21079650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7790,,947 CINCINNATI BATAVIA PIKE,CINCINNATI,OH,45245,Clermont,"(39.100329, -84.2632419)","947 CINCINNATI BATAVIA PIKE, CINCINNATI, OH 45245"
22004100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #7997,,733 WEST MARKET STREET,TIFFIN,OH,44383,Seneca,"(41.1106895, -83.2067339)","733 WEST MARKET STREET, TIFFIN, OH 44383"
22126000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #8248,,1130 LINCOLN WAY EAST,MASSILLON,OH,44646,Stark,"(40.8003934, -81.5105012)","1130 LINCOLN WAY EAST, MASSILLON, OH 44646"
22069100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #8932,,8059 DARROW ROAD,TWINSBURG,OH,44087,Summit,"(41.2853551, -81.4397844)","8059 DARROW ROAD, TWINSBURG, OH 44087"
21588900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #9898,,2929 STELZER ROAD,COLUMBUS,OH,43219,Franklin,"(40.0329053, -82.9112054)","2929 STELZER ROAD, COLUMBUS, OH 43219"
20965300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #0277,Rite Aid #277,332 S. MAIN STREET,MARION,OH,433025006,Marion,"(40.5841081, -83.12783139999999)","332 S. MAIN STREET, MARION, OH 433025006"
20173900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #1092,Rite Aid #1092,2450 S. REYNOLDS ROAD,TOLEDO,OH,436141419,Lucas,"(41.5956872, -83.6655242)","2450 S. REYNOLDS ROAD, TOLEDO, OH 436141419"
20159450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #119,Rite Aid #119,898 SOUTH MAIN STREET,CENTERVILLE,OH,454583439,Montgomery,"(39.6140753, -84.1593001)","898 SOUTH MAIN STREET, CENTERVILLE, OH 454583439"
20355650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #1351,Rite Aid #1351,45 EAST AVENUE,TALLMADGE,OH,442782340,Summit,"(41.1017829, -81.4386189)","45 EAST AVENUE, TALLMADGE, OH 442782340"
20082600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #1430,Rite Aid #1430,201 WASHINGTON BLVD.,BELPRE,OH,45714-2432,Washington,"(39.2720437, -81.5704762)","201 WASHINGTON BLVD., BELPRE, OH 45714-2432"
20144250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #1459,Rite Aid #1459,825 MAIN STREET,ZANESVILLE,OH,437013733,Muskingum,"(39.940391, -82.0021012)","825 MAIN STREET, ZANESVILLE, OH 437013733"
20538900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #1897,Rite Aid #1897,8130 OHIO RIVER ROAD,WHEELERSBURG,OH,45694,Scioto,"(38.7295103, -82.8603088)","8130 OHIO RIVER ROAD, WHEELERSBURG, OH 45694"
20166300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #195,Rite Aid #195,3527 CANFIELD ROAD,YOUNGSTOWN,OH,445112816,Mahoning,"(41.0621467, -80.7104399)","3527 CANFIELD ROAD, YOUNGSTOWN, OH 445112816"
20730200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2077,Rite Aid #2077,713 N. STATE STREET,GIRARD,OH,44420,Trumbull,"(41.1613926, -80.70281279999999)","713 N. STATE STREET, GIRARD, OH 44420"
20088600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2318,Rite Aid #2318,5224 DORR STREET,TOLEDO,OH,436153602,Lucas,"(41.6537695, -83.6658856)","5224 DORR STREET, TOLEDO, OH 436153602"
20118950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2319,Rite Aid #2319,506 W. MARKET STREET,LIMA,OH,458014718,Allen,"(40.7404494, -84.1110396)","506 W. MARKET STREET, LIMA, OH 458014718"
20158250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2320,Rite Aid #2320,113 N. COUNTYLINE STREET,FOSTORIA,OH,44830,Hancock,"(41.1580669, -83.4217448)","113 N. COUNTYLINE STREET, FOSTORIA, OH 44830"
20131400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2326,Rite Aid #2326,1175 LOUISIANA AVENUE,PERRYSBURG,OH,435512537,Wood,"(41.5442647, -83.6186013)","1175 LOUISIANA AVENUE, PERRYSBURG, OH 435512537"
20078650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2340,Rite Aid #2340,2434 WEST LASKEY ROAD,TOLEDO,OH,43613,Lucas,"(41.7070475, -83.6034938)","2434 WEST LASKEY ROAD, TOLEDO, OH 43613"
20152300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2343,Rite Aid #2343,7225 AIRPORT HWY,HOLLAND,OH,435287829,Lucas,"(41.6097147, -83.7141395)","7225 AIRPORT HWY, HOLLAND, OH 435287829"
20164200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2350,Rite Aid #2350,305 WEST MAIN STREET,OTTAWA,OH,45875,Putnam,"(41.0187653, -84.05087979999999)","305 WEST MAIN STREET, OTTAWA, OH 45875"
20170200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2351,Rite Aid #2351,302 W. ROBB AVENUE,LIMA,OH,458012745,Allen,"(40.7595984, -84.1091235)","302 W. ROBB AVENUE, LIMA, OH 458012745"
20179550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2354,Rite Aid #2354,4018 N. MCCORD ROAD,SYLVANIA,OH,43560,Lucas,"(41.6908377, -83.7029937)","4018 N. MCCORD ROAD, SYLVANIA, OH 43560"
20180850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2355,Rite Aid #2355,105 WEST AIRPORT HIGHWAY,SWANTON,OH,43558,Fulton,"(41.58016019999999, -83.887883)","105 WEST AIRPORT HIGHWAY, SWANTON, OH 43558"
20187550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2359,Rite Aid #2359,1501 N. MAIN STREET,FINDLAY,OH,458403752,Hancock,"(41.0593898, -83.6492246)","1501 N. MAIN STREET, FINDLAY, OH 458403752"
20361050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2364,Rite Aid #2364,618 N. CLINTON STREET,DEFIANCE,OH,43512-1609,Defiance,"(41.2952308, -84.3615794)","618 N. CLINTON STREET, DEFIANCE, OH 43512-1609"
20407600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2367,Rite Aid #2367,1415 BELLFONTAINE AVENUE,LIMA,OH,458043168,Allen,"(40.7312447, -84.07926669999999)","1415 BELLFONTAINE AVENUE, LIMA, OH 458043168"
20510850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2372,Rite Aid #2372,1000 N. WILLIAMS STREET,PAULDING,OH,458799570,Paulding,"(41.1503606, -84.58155049999999)","1000 N. WILLIAMS STREET, PAULDING, OH 458799570"
20153700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2389,Rite Aid 2389,3720 WEST TUSCARAWAS ST.,CANTON,OH,44708,Stark,"(40.79678699999999, -81.41804599999999)","3720 WEST TUSCARAWAS ST., CANTON, OH 44708"
20381300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2395,Rite Aid #2395,1075 ASHLAND ROAD,MANSFIELD,OH,44905,Richland,"(40.7771721, -82.4755184)","1075 ASHLAND ROAD, MANSFIELD, OH 44905"
20154400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2415,Rite Aid #2415,3010 WHIPPLE AVENUE N.W.,CANTON,OH,44718,Stark,"(40.8335987, -81.4234626)","3010 WHIPPLE AVENUE N.W., CANTON, OH 44718"
20590300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2449,Rite Aid #2449,25 WEST MAIN STREET,EAST PALESTINE,OH,444131841,Columbiana,"(40.8322069, -80.5404748)","25 WEST MAIN STREET, EAST PALESTINE, OH 444131841"
20590450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2452,Rite Aid #2452,569 SOUTH HIGH STREET,CORTLAND,OH,44410,Trumbull,"(41.3192972, -80.7305586)","569 SOUTH HIGH STREET, CORTLAND, OH 44410"
21103950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #2590,Rite Aid #2590,267 NORTH MAIN STREET,WELLINGTON,OH,44090,Lorain,"(41.1718312, -82.21794919999999)","267 NORTH MAIN STREET, WELLINGTON, OH 44090"
21144200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3016,Rite Aid #3016,2840 YOUNGSTOWN ROAD S.E.,WARREN,OH,44484,Trumbull,"(41.2213081, -80.7836562)","2840 YOUNGSTOWN ROAD S.E., WARREN, OH 44484"
20096450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3028,Rite Aid #3028,1955 CLEVELAND ROAD,WOOSTER,OH,446912256,Wayne,"(40.8236145, -81.9333817)","1955 CLEVELAND ROAD, WOOSTER, OH 446912256"
20463350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3030,Rite Aid #3030,2532 EAST THIRD STREET,DAYTON,OH,45403,Montgomery,"(39.7646753, -84.158039)","2532 EAST THIRD STREET, DAYTON, OH 45403"
20096050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3043,Rite Aid #3043,10090 CHESTER AVENUE,CLEVELAND,OH,44106-1600,Cuyahoga,"(41.5050262, -81.6176364)","10090 CHESTER AVENUE, CLEVELAND, OH 44106-1600"
20399400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3061,Rite Aid 3061,"4332 CLEVELAND AVE., N.W.",CANTON,OH,447092352,Stark,"(40.8460249, -81.3924208)","4332 CLEVELAND AVE., N.W., CANTON, OH 447092352"
20094750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3088,Rite Aid #3088,4328 NORTH MAIN STREET,DAYTON,OH,45405,Montgomery,"(39.8062555, -84.22187989999999)","4328 NORTH MAIN STREET, DAYTON, OH 45405"
20097100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3120,Rite Aid #3120,2800 MAHONING AVENUE,YOUNGSTOWN,OH,44509,Mahoning,"(41.1035349, -80.70049080000001)","2800 MAHONING AVENUE, YOUNGSTOWN, OH 44509"
20150900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3131,Rite Aid #3131,20405 CHAGRIN BLVD.,SHAKER HEIGHTS,OH,441225324,Cuyahoga,"(41.4649807, -81.5357398)","20405 CHAGRIN BLVD., SHAKER HEIGHTS, OH 441225324"
20147850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3144,Rite Aid #3144,2975 W. MARKET ST.,FAIRLAWN,OH,44333,Summit,"(41.1285231, -81.6093375)","2975 W. MARKET ST., FAIRLAWN, OH 44333"
20185050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3153,Rite Aid #3153,15149 SNOW ROAD,BROOKPARK,OH,441422458,Cuyahoga,"(41.4030984, -81.8036047)","15149 SNOW ROAD, BROOKPARK, OH 441422458"
20185350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3157,Rite Aid #3157,3402 CLARK AVENUE,CLEVELAND,OH,441091136,Cuyahoga,"(41.4702099, -81.7069305)","3402 CLARK AVENUE, CLEVELAND, OH 441091136"
20452350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3185,Rite Aid #3185,940 ELIDA AVENUE,DELPHOS,OH,45833,Allen,"(40.8426228, -84.3288112)","940 ELIDA AVENUE, DELPHOS, OH 45833"
20373550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3192,Rite Aid #3192,"2574 EASTON STREET, NE.",CANTON,OH,44721,Stark,"(40.873352, -81.3336985)","2574 EASTON STREET, NE., CANTON, OH 44721"
20133550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,RITE AID #3195,Rite Aid #3195,180 N. STATE STREET,PAINESVILLE,OH,440773940,Lake,"(41.7292829, -81.242511)","180 N. STATE STREET, PAINESVILLE, OH 440773940"
