BusinessName,DoingBusinessAs,Public Zip,votes_dem,votes_rep,pct_dem_lead,PopInsured,TotalPop,Life Exp, Median_Income_Dollars , Mean_Income_Dollars ,Public Address Street,LocationCity,LocationState,LocationCounty,Geo,Full Address,ZCTA5,GEOID,LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,Census_Tract_Code
WALGREENS #05762,,45069-6003,340,339,0.1,"52,596","55,236",80.3," $115,539.00 "," $137,448.00 ",7804 CINCINNATI-DAYTON ROAD,WEST CHESTER,OH,Butler,"(39.3568116, -84.3945557)","7804 CINCINNATI-DAYTON ROAD, WEST CHESTER, OH 45069-6003",45069,39017-WEST CHESTER TWP 16,20683000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39017011126
WALGREENS #05820,,44060,360,423,-8,"57,838","59,831",76," $85,881.00 "," $106,500.00 ",6101 ANDREWS ROAD,MENTOR ON THE LAKE,OH,Lake,"(41.7055033, -81.36063299999999)","6101 ANDREWS ROAD, MENTOR ON THE LAKE, OH 44060",44060,39085-MENTOR-ON-THE-LAKE CITY 3A,21187600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39085202500
WALGREENS #05821,,44077,449,326,15.6,"53,534","57,428",69.6," $80,692.00 "," $103,395.00 ",132 RICHMOND STREET,PAINESVILLE,OH,Lake,"(41.7260023, -81.24863040000001)","132 RICHMOND STREET, PAINESVILLE, OH 44077",44077,39085-PAINESVILLE CITY 1A,21240350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39085204500
WALGREENS #05906,,43616,401,435,-4,"19,303","20,066",73.9," $82,105.00 "," $101,408.00 ",2562 NAVARRE AVENUE,OREGON,OH,Lucas,"(41.6361502, -83.4871168)","2562 NAVARRE AVENUE, OREGON, OH 43616",43616,39095-OREGON 08,21252050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39095010100
WALGREENS #06115,,430168556,460,368,10.8,"43,504","44,361",," $110,518.00 "," $148,480.00 ",6805 HOSPITAL DRIVE,DUBLIN,OH,Franklin,"(40.1027467, -83.1606288)","6805 HOSPITAL DRIVE, DUBLIN, OH 430168556",43016,39049-DUBLIN 2-E,21272850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049010502
WALGREENS #06116,,430659588,299,230,12.9,"44,053","45,253",80.6," $154,797.00 "," $194,351.00 ",9110 DUBLIN ROAD,POWELL,OH,Delaware,"(40.1545881, -83.1321315)","9110 DUBLIN ROAD, POWELL, OH 430659588",43065,39041-SHAWNEE HILLS,21342550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39041011411
WALGREENS #06119,,43004,525,241,36.5,"29,598","31,416",," $101,308.00 "," $135,834.00 ",7900 E. BROAD STREET,BLACKLICK,OH,Franklin,"(39.98595390000001, -82.79190919999999)","7900 E. BROAD STREET, BLACKLICK, OH 43004",43004,39049-COLUMBUS 46-G,21297150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049007301
WALGREENS #06168,,436134738,375,234,22.8,"29,062","30,597",80.4," $63,425.00 "," $73,506.00 ",4580 MONROE STREET,TOLEDO,OH,Lucas,"(41.6898213, -83.6224567)","4580 MONROE STREET, TOLEDO, OH 436134738",43613,39095-TOLEDO 21E,21303800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39095006400
WALGREENS #06191,,45140-8963,424,488,-6.9,"13,254","14,153",88.2," $107,227.00 "," $162,586.00 ",10529 LOVELAND-MADEIRA ROAD,LOVELAND,OH,Clermont,"(39.2502404, -84.2975088)","10529 LOVELAND-MADEIRA ROAD, LOVELAND, OH 45140-8963",45249,39061-SYMMES E,20602700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061024322
WALGREENS #06273,,432093047,549,64,78.6,"26,636","28,250",78.1," $88,155.00 "," $142,102.00 ",3015 E. LIVINGSTON AVENUE,COLUMBUS,OH,Franklin,"(39.9463751, -82.9162837)","3015 E. LIVINGSTON AVENUE, COLUMBUS, OH 432093047",43209,39049-COLUMBUS 28-C,21242300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049002780
WALGREENS #06378,,432042641,362,221,23.7,"36,034","43,327",65.2," $59,158.00 "," $77,828.00 ",2770 W. BROAD STREET,COLUMBUS,OH,Franklin,"(39.9553551, -83.07451619999999)","2770 W. BROAD STREET, COLUMBUS, OH 432042641",43204,39049-COLUMBUS 57-B,21242250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049004500
WALGREENS #06458,,442561718,459,528,-6.9,"61,708","63,948",," $100,345.00 "," $129,031.00 ",805 N. COURT STREET,MEDINA,OH,Medina,"(41.1492726, -81.86424339999999)","805 N. COURT STREET, MEDINA, OH 442561718",44256,39103-MEDINA CITY 1-C,21283600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39103408101
WALGREENS #06471,,450446202,202,311,-21,"49,512","53,999",72.8," $71,942.00 "," $98,989.00 ",700 S. BREIEL BLVD,MIDDLETOWN,OH,Butler,"(39.5030837, -84.3562439)","700 S. BREIEL BLVD, MIDDLETOWN, OH 450446202",45044,39017-MIDDLETOWN CITY 4-03,21264500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39017013600
WALGREENS #06485,,430152613,302,358,-8.2,"54,684","58,425",74.2," $99,622.00 "," $124,802.00 ",19 LONDON ROAD,DELAWARE,OH,Delaware,"(40.2898856, -83.0693888)","19 LONDON ROAD, DELAWARE, OH 430152613",43015,39041-DELAWARE CITY 3-B,21265150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39041010530
WALGREENS #06521,,455035114,183,229,-11,"29,945","32,009",74," $54,561.00 "," $72,167.00 ",2609 E. MAIN STREET,SPRINGFIELD,OH,Clark,"(39.9230655, -83.7683078)","2609 E. MAIN STREET, SPRINGFIELD, OH 455035114",45503,39023-SPRINGFIELD CITY 21,21261300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39023001400
WALGREENS #06522,,45505,434,115,56.8,"18,172","20,299",68.9," $42,409.00 "," $56,560.00 ",1880 S. LIMESTONE STREET,SPRINGFIELD,OH,Clark,"(39.9013553, -83.8102873)","1880 S. LIMESTONE STREET, SPRINGFIELD, OH 45505",45505,39023-SPRINGFIELD CITY 07,21300300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39023001200
WALGREENS #06574,,440532155,469,353,13.8,"19,554","21,025",77.3," $65,332.00 "," $81,259.00 ",5411 LEAVITT RD.,LORAIN,OH,Lorain,"(41.4194238, -82.20815019999999)","5411 LEAVITT RD., LORAIN, OH 440532155",44053,39093-LORAIN CITY 4-A,21349550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39093024200
WALGREENS #06588,,44012,548,530,1.7,"24,700","25,296",81.4," $110,174.00 "," $144,647.00 ",32798 WALKER ROAD,AVON LAKE,OH,Lorain,"(41.4936823, -82.02051730000001)","32798 WALKER ROAD, AVON LAKE, OH 44012",44012,39093-AVON LAKE CITY 3-C,21301200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39093010300
WALGREENS #06589,,44515-2316,321,377,-7.9,"26,111","27,237",," $52,831.00 "," $71,422.00 ",5501 MAHONING AVENUE,AUSTINTOWN,OH,Mahoning,"(41.0989522, -80.7643939)","5501 MAHONING AVENUE, AUSTINTOWN, OH 44515-2316",44515,39099-AUSTINTOWN TWP 15,21327250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39099812604
WALGREENS #06653,,452413134,480,494,-1.4,"21,977","23,234",81.1," $94,943.00 "," $135,913.00 ",3105 GLENDALE MILFORD ROAD,CINCINNATI,OH,Hamilton,"(39.2534253, -84.4221431)","3105 GLENDALE MILFORD ROAD, CINCINNATI, OH 452413134",45241,39061-EVENDALE A,20465550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061023100
WALGREENS #06659,,44128,609,25,91.7,"25,425","27,247",71.6," $44,615.00 "," $53,751.00 ",4071 LEE ROAD,"CLEVELAND,",OH,Cuyahoga,"(41.4491138, -81.5643558)","4071 LEE ROAD, CLEVELAND,, OH 44128",44128,39035-CLEVELAND 01-M,21309700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035122100
WALGREENS #06675,,445052407,302,58,67.2,"1,994","2,091",71.3," $20,706.00 "," $28,982.00 ",2560 BELMONT AVE.,YOUNGSTOWN,OH,Mahoning,"(41.1331453, -80.6662312)","2560 BELMONT AVE., YOUNGSTOWN, OH 445052407",44510,39099-YOUNGSTOWN CITY 3 E,21294550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39099814000
WALGREENS #06682,,450691839,293,306,-2.1,"52,596","55,236",82.5," $115,539.00 "," $137,448.00 ",8614 PRINCETON GLENDALE ROAD,WEST CHESTER,OH,Butler,"(39.3433422, -84.4608274)","8614 PRINCETON GLENDALE ROAD, WEST CHESTER, OH 450691839",45069,39017-WEST CHESTER TWP 23,21311250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39017011122
WALGREENS #06888,,444464905,314,355,-6.1,"18,815","19,723",73.9," $49,779.00 "," $64,140.00 ",5027 YOUNGSTOWN-WARREN RD,NILES,OH,Trumbull,"(41.2134098, -80.76231709999999)","5027 YOUNGSTOWN-WARREN RD, NILES, OH 444464905",44446,39155-NILES CITY 1D,21327300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39155921500
WALGREENS #06889,,441392913,731,302,41.2,"23,903","24,497",80.1," $134,924.00 "," $185,115.00 ",6270 SOM CENTER ROAD,SOLON,OH,Cuyahoga,"(41.3889877, -81.4387902)","6270 SOM CENTER ROAD, SOLON, OH 441392913",44139,39035-SOLON 6-A,21354400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035184104
WALGREENS #06981,,43204,514,445,7.1,"36,034","43,327",73.1," $59,158.00 "," $77,828.00 ",1280 DEMOREST ROAD,COLUMBUS,OH,Franklin,"(39.92831200000001, -83.08965169999999)","1280 DEMOREST ROAD, COLUMBUS, OH 43204",43204,39049-COLUMBUS 58-B,21317850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049008360
WALGREENS #06990,,45324,217,244,-5.8,"36,994","40,212",79," $59,861.00 "," $78,711.00 ",183 E. DAYTON YELLOW SPRINGS RD,FAIRBORN,OH,Greene,"(39.7898265, -84.0201743)","183 E. DAYTON YELLOW SPRINGS RD, FAIRBORN, OH 45324",45324,39057-FAIRBORN 216,21325800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39057200600
WALGREENS #07046,,450141664,191,419,-36.6,"41,163","45,105",73.1," $69,624.00 "," $91,870.00 ",4610 PLEASANT AVENUE,FAIRFIELD,OH,Butler,"(39.3521356, -84.55833729999999)","4610 PLEASANT AVENUE, FAIRFIELD, OH 450141664",45014,39017-FAIRFIELD CITY 2-01,20420750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39017010904
WALGREENS #07113,,43224,652,203,51.9,"37,737","44,011",70.8," $50,934.00 "," $64,200.00 ",3093 CLEVELAND AVENUE,COLUMBUS,OH,Franklin,"(40.03072900000001, -82.9645093)","3093 CLEVELAND AVENUE, COLUMBUS, OH 43224",43224,39049-COLUMBUS 23-D,21389400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049000820
WALGREENS #07181,,45205,297,132,38,"16,002","18,543",71.3," $41,357.00 "," $53,994.00 ",4241 GLENWAY AVENUE,CINCINNATI,OH,Hamilton,"(39.1137823, -84.5845963)","4241 GLENWAY AVENUE, CINCINNATI, OH 45205",45205,39061-CINCINNATI 25-K,20529900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061009700
WALGREENS #07239,,450133222,182,239,-13.1,"50,178","53,105",70.1," $72,932.00 "," $88,195.00 ",562 MAIN STREET,HAMILTON,OH,Butler,"(39.4069296, -84.572845)","562 MAIN STREET, HAMILTON, OH 450133222",45013,39017-HAMILTON CITY 1-04,20497450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39017014700
WALGREENS #07256,,454201114,475,540,-6.2,"22,032","23,797",72.4," $56,670.00 "," $68,472.00 ",2140 E. DOROTHY LANE,KETTERING,OH,Montgomery,"(39.702231, -84.1248129)","2140 E. DOROTHY LANE, KETTERING, OH 454201114",45420,39113-KETTERING 2-D,21355850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39113021501
WALGREENS #07331,,45373,139,285,-33.8,"35,167","36,764",78," $78,278.00 "," $96,964.00 ",20 W. MARKET STREET,TROY,OH,Miami,"(40.0315013, -84.2093027)","20 W. MARKET STREET, TROY, OH 45373",45373,39109-TROY 4-B,21382900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39109365302
WALGREENS #07332,,450361402,188,353,-30.2,"36,294","38,127",73.9," $97,944.00 "," $138,969.00 ",904 COLUMBUS AVENUE,LEBANON,OH,Warren,"(39.447725, -84.18629299999999)","904 COLUMBUS AVENUE, LEBANON, OH 450361402",45036,39165-LEBANON CITY H,21370700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39165031400
WALGREENS #07368,,432141552,703,197,55.5,"24,998","26,094",82," $92,838.00 "," $120,677.00 ",4890 NORTH HIGH STREET,COLUMBUS,OH,Franklin,"(40.0621451, -83.0190609)","4890 NORTH HIGH STREET, COLUMBUS, OH 432141552",43214,39049-COLUMBUS 22-C,21416650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049000110
WALGREENS #07392,,437011342,212,238,-5.7,"51,973","54,979",76.3," $54,900.00 "," $71,276.00 ",1033 MILITARY ROAD,ZANESVILLE,OH,Muskingum,"(39.9796479, -82.0181143)","1033 MILITARY ROAD, ZANESVILLE, OH 437011342",43701,39119-ZANESVILLE 5-B,21367000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39119911500
WALGREENS #07435,,452122607,388,303,12,"18,798","20,829",71.5," $63,698.00 "," $82,143.00 ",4605 MONTGOMERY RD,NORWOOD,OH,Hamilton,"(39.1609102, -84.45656369999999)","4605 MONTGOMERY RD, NORWOOD, OH 452122607",45212,39061-NORWOOD 1-B,20468100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061025500
WALGREENS #07441,,458051737,335,447,-14.2,"22,823","24,447",78.2," $65,954.00 "," $81,236.00 ",701 N. CABLE RD,LIMA,OH,Allen,"(40.7490989, -84.14754909999999)","701 N. CABLE RD, LIMA, OH 458051737",45805,39003-LIMA 7-7A (0025),21374200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39003010900
WALGREENS #07470,,45030-1522,246,770,-50.9,"20,700","21,160",," $97,228.00 "," $111,855.00 ",1032 HARRISON AVENUE,HARRISON,OH,Hamilton,"(39.2578385, -84.8037787)","1032 HARRISON AVENUE, HARRISON, OH 45030-1522",45030,39061-HARRISON C,20629350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061026104
WALGREENS #07474,,44143,328,114,47.9,"23,246","23,960",80.5," $75,853.00 "," $108,930.00 ",751 RICHMOND ROAD,RICHMOND HEIGHTS,OH,Cuyahoga,"(41.5398605, -81.4966309)","751 RICHMOND ROAD, RICHMOND HEIGHTS, OH 44143",44143,39035-RICHMOND HEIGHTS 3-C,21444500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035180102
WALGREENS #07489,,451021737,272,550,-33.1,"23,067","24,772",," $76,015.00 "," $91,008.00 ",57 W. MAIN STREET,AMELIA,OH,Clermont,"(39.0309015, -84.22090990000001)","57 W. MAIN STREET, AMELIA, OH 451021737",45102,39025-BATAVIA TWP O,21375500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39025041105
WALGREENS #07523,,43119-8127,585,469,10.7,"27,403","29,390",," $88,253.00 "," $103,369.00 ",5690 W. BROAD STREET,GALLOWAY,OH,Franklin,"(39.951612, -83.15281039999999)","5690 W. BROAD STREET, GALLOWAY, OH 43119-8127",43119,39049-COLUMBUS 78-D,21370650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049008165
WALGREENS #07524,,431102042,550,616,-5.6,"36,804","40,644",," $76,334.00 "," $103,742.00 ",6266 GENDER ROAD,CANAL WINCHESTER,OH,Franklin,"(39.8533503, -82.82762319999999)","6266 GENDER ROAD, CANAL WINCHESTER, OH 431102042",43110,39049-CANAL WIN B,21453800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049009404
WALGREENS #07525,,432293513,587,121,64.6,"45,816","54,036",74.2," $53,430.00 "," $67,337.00 ",2150 E. DUBLIN GRANVILLE ROAD,COLUMBUS,OH,Franklin,"(40.0871842, -82.95949449999999)","2150 E. DUBLIN GRANVILLE ROAD, COLUMBUS, OH 432293513",43229,39049-COLUMBUS 61-C,21374250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049006945
WALGREENS #07541,,430553069,214,331,-21.2,"58,237","61,959",," $61,807.00 "," $79,505.00 ",1425 N. 21ST STREET,NEWARK,OH,Licking,"(40.0869067, -82.42823539999999)","1425 N. 21ST STREET, NEWARK, OH 430553069",43055,39089-NEWARK 5-E,21374150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39089754104
WALGREENS #07637,,451502248,190,412,-36,"31,238","32,938",75.9," $91,780.00 "," $116,737.00 ",1243 STATE ROUTE 28,MILFORD,OH,Clermont,"(39.20152470000001, -84.2222369)","1243 STATE ROUTE 28, MILFORD, OH 451502248",45150,39025-MIAMI TWP D,21386050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39025040702
WALGREENS #07683,,45840-7764,107,890,-78,"10,550","10,764",79.4," $86,358.00 "," $103,863.00 ",15031 SR 224 E,FINDLAY,OH,Hancock,"(41.0042814, -84.125942)","15031 SR 224 E, FINDLAY, OH 45840-7764",45875,39137-UNION TWP,21423700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39137030600
WALGREENS #07684,,458043426,122,401,-53,"12,933","14,070",74," $42,594.00 "," $59,158.00 ",2366 HARDING HWY,LIMA,OH,Allen,"(40.7301922, -84.0623064)","2366 HARDING HWY, LIMA, OH 458043426",45804,39003-PERRY A (0064),21435000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39003011600
WALGREENS #07719,,44056-1805,519,338,20.9,"11,632","12,090",81.4," $108,059.00 "," $141,191.00 ","663 E. AURORA ROAD, STE 1",MACEDONIA,OH,Summit,"(41.3142678, -81.5152324)","663 E. AURORA ROAD, STE 1, MACEDONIA, OH 44056-1805",44056,39153-MACEDONIA E,21440850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39153532701
WALGREENS #07798,,431301745,301,439,-18.3,"55,426","59,999",71.5," $68,242.00 "," $86,401.00 ",911 N. MEMORIAL DRIVE,LANCASTER,OH,Fairfield,"(39.7245064, -82.60908719999999)","911 N. MEMORIAL DRIVE, LANCASTER, OH 431301745",43130,39045-LANCASTER CITY 2-B,21436800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39045032000
WALGREENS #07799,,45601,197,359,-28.9,"48,421","51,492",73.2," $57,430.00 "," $76,989.00 ",850 NORTH BRIDGE STREET,CHILLICOTHE,OH,Ross,"(39.3523487, -82.9771233)","850 NORTH BRIDGE STREET, CHILLICOTHE, OH 45601",45601,39141-CHILLICOTHE 3-D,21417900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39141956300
WALGREENS #07861,,445141988,338,459,-14.9,"22,832","23,425",78.7," $80,000.00 "," $104,597.00 ",30 W. MCKINLEY WAY,POLAND,OH,Mahoning,"(41.0245983, -80.6160665)","30 W. MCKINLEY WAY, POLAND, OH 445141988",44514,39099-POLAND VLG 1,21505950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39099811200
WALGREENS #07865,,44646-4110,263,343,-13,"44,898","47,424",81.3," $66,767.00 "," $86,753.00 ",1950 WALES RD. NE,MASSILLON,OH,Stark,"(40.82056499999999, -81.5026597)","1950 WALES RD. NE, MASSILLON, OH 44646-4110",44646,39151-MASSILLON 1-A,21444600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39151711402
WALGREENS #07877,,452273834,361,230,21.8,"17,525","18,232",," $70,614.00 "," $110,975.00 ",7398 WOOSTER PIKE,CINCINNATI,OH,Hamilton,"(39.1425556, -84.3601549)","7398 WOOSTER PIKE, CINCINNATI, OH 452273834",45227,39061-COLUMBIA G,20493450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061024401
WALGREENS #07884,,45503,317,221,17.5,"29,945","32,009",69.1," $54,561.00 "," $72,167.00 ",1140 NORTH LIMESTONE STREET,SPRINGFIELD,OH,Clark,"(39.9380064, -83.80495549999999)","1140 NORTH LIMESTONE STREET, SPRINGFIELD, OH 45503",45503,39023-SPRINGFIELD CITY 29,21440250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39023000600
WALGREENS #07885,,454493249,413,584,-16.8,"16,840","18,277",74.9," $60,303.00 "," $76,539.00 ",5901 SPRINGBORO PIKE,WEST CARROLLTON,OH,Montgomery,"(39.6704783, -84.2230397)","5901 SPRINGBORO PIKE, WEST CARROLLTON, OH 454493249",45449,39113-MIAMI B,21458900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39113050101
WALGREENS #07900,,45230-1518,688,410,24.9,"26,049","26,701",77.5," $87,100.00 "," $119,676.00 ",2203 BEECHMONT AVE,CINCINNATI,OH,Hamilton,"(39.0943876, -84.3876739)","2203 BEECHMONT AVE, CINCINNATI, OH 45230-1518",45230,39061-CINCINNATI 01-C,21413800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061004605
WALGREENS #07940,,43082,460,354,12.8,"32,765","33,724",82," $147,188.00 "," $173,846.00 ",748 N. STATE STREET,WESTERVILLE,OH,Delaware,"(40.145476, -82.92415299999999)","748 N. STATE STREET, WESTERVILLE, OH 43082",43082,39041-WESTERVILLE CITY G,21458350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39041011710
WALGREENS #07941,,453652449,257,763,-48.7,"26,940","28,586",75.2," $66,044.00 "," $85,021.00 ",1400 MICHIGAN STREET,SIDNEY,OH,Shelby,"(40.2882611, -84.17662349999999)","1400 MICHIGAN STREET, SIDNEY, OH 453652449",45365,39149-SIDNEY 3-B (09),21446900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39149971800
WALGREENS #07942,,43213-3298,388,167,39.3,"31,280","35,766",71," $53,908.00 "," $73,470.00 ",4617 E. MAIN STREET,WHITEHALL,OH,Franklin,"(39.9549179, -82.8755963)","4617 E. MAIN STREET, WHITEHALL, OH 43213-3298",43213,39049-WHITEHALL 3-C,21422400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049009340
WALGREENS #07973,,431232931,380,493,-12.7,"62,867","66,059",," $87,883.00 "," $110,222.00 ",2110 STRINGTOWN RD,GROVE CITY,OH,Franklin,"(39.8792708, -83.0591985)","2110 STRINGTOWN RD, GROVE CITY, OH 431232931",43123,39049-GROVE CITY 4-C,21435950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049009756
WALGREENS #09047,,44906,165,307,-29.5,"4,221","4,557",66.7," $31,619.00 "," $58,175.00 ",1000 PARK AVENUE WEST,MANSFIELD,OH,Richland,"(40.7585359, -82.51408459999999)","1000 PARK AVENUE WEST, MANSFIELD, OH 44906",44902,39139-MANSFIELD 5-A,21568450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39139003100
WALGREENS #09073,,44122,874,137,72.3,"35,336","36,105",83.4," $97,469.00 "," $153,781.00 ",20200 VAN AKEN BLVD.,SHAKER HEIGHTS,OH,Cuyahoga,"(41.4648578, -81.537787)","20200 VAN AKEN BLVD., SHAKER HEIGHTS, OH 44122",44122,39035-SHAKER HEIGHTS O,21606550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035183501
WALGREENS #09077,,444832614,416,381,4.3,"23,123","24,975",69.7," $47,629.00 "," $58,892.00 ",3390 ELM ROAD N.E.,WARREN,OH,Trumbull,"(41.26513, -80.78213579999999)","3390 ELM ROAD N.E., WARREN, OH 444832614",44483,39155-WARREN CITY 3L,21523550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39155921300
WALGREENS #09093,,432301313,641,356,28.1,"56,021","59,082",," $92,271.00 "," $114,367.00 ",5195 N. HAMILTON RD.,COLUMBUS,OH,Franklin,"(40.0627916, -82.8637746)","5195 N. HAMILTON RD., COLUMBUS, OH 432301313",43230,39049-COLUMBUS 73-D,21505300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049010900
WALGREENS #09120,,43130,182,289,-22.2,"55,426","59,999",75.7," $68,242.00 "," $86,401.00 ",859 EAST MAIN STREET,LANCASTER,OH,Fairfield,"(39.7139258, -82.583995)","859 EAST MAIN STREET, LANCASTER, OH 43130",43130,39045-LANCASTER CITY 5-B,21525650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39045032200
WALGREENS #09193,,43068,317,76,61,"41,913","46,596",," $50,599.00 "," $65,305.00 ",2615 BRICE ROAD,REYNOLDSBURG,OH,Franklin,"(39.9270655, -82.8319504)","2615 BRICE ROAD, REYNOLDSBURG, OH 43068",43232,39049-COLUMBUS 45-N,21591800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049009392
WALGREENS #09337,,43623,357,400,-5.5,"18,855","20,267",74.8," $65,908.00 "," $80,824.00 ",5815 SECOR ROAD,TOLEDO,OH,Lucas,"(41.7214076, -83.624783)","5815 SECOR ROAD, TOLEDO, OH 43623",43623,39095-TOLEDO 23J,21533400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39095007901
WALGREENS #09346,,44241,192,268,-16.3,"17,298","18,248",76.1," $81,392.00 "," $96,588.00 ",9166 STATE ROUTE 43,STREETSBORO,OH,Portage,"(41.2402958, -81.34466379999999)","9166 STATE ROUTE 43, STREETSBORO, OH 44241",44241,39133-STREETSBORO 1-A,21591350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39133600403
